Image,Predicted_Label,Confidence(%)
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_45.tif,Canon120-1,56.38801574707031
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_46.tif,Canon120-2,52.28314208984375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_47.tif,Canon120-2,53.23177719116211
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_48.tif,Canon120-1,40.1822395324707
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_49.tif,Canon120-2,63.08573913574219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_5.tif,Canon120-1,58.076072692871094
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_50.tif,Canon220,81.95840454101562
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_51.tif,Canon120-2,66.20018005371094
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_52.tif,Canon120-2,59.832698822021484
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_53.tif,Canon120-1,59.82905197143555
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_54.tif,Canon120-2,63.27850341796875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_55.tif,Canon120-1,73.40424346923828
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_56.tif,Canon120-2,56.25962448120117
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_57.tif,Canon120-1,52.55101776123047
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_58.tif,Canon120-2,53.538822174072266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_59.tif,Canon120-1,57.212276458740234
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_6.tif,Canon120-1,55.32317352294922
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_60.tif,Canon220,65.24014282226562
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_61.tif,Canon120-1,51.87086486816406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_62.tif,Canon120-2,55.1190299987793
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_63.tif,Canon220,65.2492904663086
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_64.tif,Canon120-2,51.86482620239258
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_65.tif,EpsonV370-2,94.9104995727539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_66.tif,Canon120-2,52.33064270019531
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_67.tif,Canon120-1,52.17311477661133
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_68.tif,EpsonV370-2,93.91979217529297
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_69.tif,Canon120-2,67.5392074584961
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_7.tif,Canon120-1,46.792449951171875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_70.tif,Canon120-1,48.675819396972656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_71.tif,Canon120-2,59.35980224609375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_72.tif,Canon120-2,66.97708129882812
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_73.tif,Canon120-1,65.1408462524414
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_74.tif,Canon120-1,57.24058151245117
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_75.tif,Canon120-2,56.19239044189453
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_76.tif,Canon120-2,51.22822570800781
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_77.tif,EpsonV370-2,78.49027252197266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_78.tif,Canon120-1,63.515655517578125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_79.tif,Canon120-2,64.77862548828125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_8.tif,Canon120-1,56.02510070800781
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_80.tif,Canon120-2,54.73854446411133
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_81.tif,Canon120-2,48.559932708740234
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_82.tif,Canon120-2,59.63626480102539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_83.tif,Canon120-2,49.816192626953125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_84.tif,Canon120-2,52.767391204833984
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_85.tif,Canon120-2,64.67474365234375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_86.tif,Canon120-1,53.573883056640625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_87.tif,Canon120-1,58.92822265625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_88.tif,Canon120-1,49.87894058227539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_89.tif,Canon120-1,51.889522552490234
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_9.tif,Canon120-1,59.52199172973633
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_90.tif,Canon120-2,61.03760528564453
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_91.tif,Canon120-2,53.52818298339844
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_92.tif,Canon120-1,58.291507720947266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_93.tif,EpsonV370-2,92.38729858398438
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_94.tif,Canon120-2,58.51408386230469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_95.tif,Canon120-2,51.572845458984375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_96.tif,Canon120-2,65.73942565917969
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_97.tif,Canon120-2,50.18963623046875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_98.tif,Canon120-1,52.695709228515625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\150\s1_99.tif,Canon120-1,64.050537109375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_1.tif,Canon120-1,65.99738311767578
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_10.tif,EpsonV370-2,98.9596939086914
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_100.tif,Canon120-2,48.5223503112793
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_101.tif,Canon120-1,55.62435531616211
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_102.tif,Canon120-1,68.3836898803711
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_103.tif,Canon120-2,64.75220489501953
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_104.tif,Canon120-1,55.50649642944336
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_105.tif,Canon120-1,54.76773452758789
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_106.tif,Canon120-1,40.65467834472656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_107.tif,Canon120-1,73.73251342773438
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_108.tif,Canon220,46.085689544677734
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_11.tif,Canon120-1,74.84300994873047
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_12.tif,Canon120-1,54.26186752319336
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_13.tif,Canon120-1,49.239219665527344
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_14.tif,Canon120-2,63.45987319946289
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_15.tif,Canon220,83.12035369873047
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_16.tif,Canon120-1,60.76797866821289
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_17.tif,Canon120-2,49.6165885925293
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_18.tif,Canon120-1,63.654212951660156
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_19.tif,EpsonV370-2,99.77546691894531
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_2.tif,Canon120-1,45.43059158325195
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_20.tif,EpsonV370-2,96.52107238769531
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_21.tif,Canon120-2,41.34403610229492
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_22.tif,Canon120-1,50.79188537597656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_23.tif,EpsonV370-2,95.00755310058594
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_24.tif,Canon120-1,65.2329330444336
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_25.tif,Canon120-1,63.3455696105957
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_26.tif,Canon120-1,37.91870880126953
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_27.tif,Canon220,51.461238861083984
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_28.tif,EpsonV370-2,64.87381744384766
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_29.tif,Canon120-1,57.58393859863281
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_3.tif,EpsonV370-2,96.71820068359375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_30.tif,EpsonV39-1,42.23572540283203
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_31.tif,Canon120-1,49.336700439453125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_32.tif,EpsonV39-1,35.25063705444336
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_33.tif,Canon120-1,54.982662200927734
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_34.tif,Canon120-1,53.05671691894531
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_35.tif,Canon120-2,44.21410369873047
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_36.tif,Canon220,47.84181594848633
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_37.tif,Canon220,96.32937622070312
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_38.tif,Canon120-1,63.41392517089844
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_39.tif,Canon120-1,54.14862823486328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_4.tif,Canon120-1,45.778133392333984
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_40.tif,EpsonV370-2,94.73390197753906
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_41.tif,Canon120-1,48.1145133972168
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_42.tif,Canon120-1,59.611175537109375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_43.tif,Canon120-2,52.258758544921875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_44.tif,EpsonV370-2,99.50296020507812
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_45.tif,Canon120-1,68.39373779296875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_46.tif,Canon120-2,49.60947799682617
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_47.tif,Canon220,55.18729019165039
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_48.tif,Canon120-2,59.59419631958008
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_49.tif,Canon120-1,51.10404586791992
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_5.tif,Canon120-1,57.70278549194336
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_50.tif,Canon220,89.09925079345703
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_51.tif,Canon220,55.8918342590332
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_52.tif,Canon120-1,75.7689208984375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_53.tif,EpsonV39-1,59.9520378112793
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_54.tif,Canon120-1,57.684207916259766
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_55.tif,Canon120-1,89.20244598388672
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_56.tif,Canon120-1,40.974273681640625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_57.tif,Canon120-1,72.73070526123047
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_58.tif,Canon120-1,59.96186828613281
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_59.tif,Canon120-1,72.63739776611328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_6.tif,Canon120-1,45.90119171142578
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_60.tif,Canon220,94.47591400146484
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_61.tif,Canon120-1,69.6004638671875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_62.tif,Canon120-2,48.71205520629883
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_63.tif,Canon220,74.85847473144531
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_64.tif,Canon220,44.64812469482422
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_65.tif,EpsonV370-2,99.52584838867188
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_66.tif,Canon220,47.37773132324219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_67.tif,Canon120-1,57.801025390625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_68.tif,EpsonV370-2,97.40995025634766
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_69.tif,Canon120-2,69.5395736694336
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_7.tif,Canon120-1,37.24692916870117
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_70.tif,EpsonV370-2,98.963623046875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_71.tif,Canon120-2,57.057945251464844
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_72.tif,Canon120-2,59.34709930419922
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_73.tif,Canon120-1,54.16751480102539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_74.tif,Canon220,46.588497161865234
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_75.tif,Canon120-1,67.55994415283203
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_76.tif,Canon120-1,60.55038070678711
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_77.tif,Canon120-1,63.206451416015625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_78.tif,EpsonV370-2,97.83123779296875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_79.tif,EpsonV370-2,97.95790100097656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_8.tif,Canon120-1,59.574466705322266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_80.tif,Canon120-2,47.16026306152344
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_81.tif,EpsonV39-1,42.39925765991211
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_82.tif,Canon120-1,73.03471374511719
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_83.tif,Canon120-1,49.2700309753418
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_84.tif,EpsonV370-2,93.70742797851562
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_85.tif,Canon220,54.517547607421875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_86.tif,Canon120-1,56.563472747802734
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_87.tif,Canon120-1,65.06144714355469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_88.tif,Canon120-1,72.40521240234375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_89.tif,Canon120-1,48.54713439941406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_9.tif,Canon120-1,80.47312927246094
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_90.tif,Canon120-2,48.32464599609375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_91.tif,Canon220,95.28793334960938
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_92.tif,Canon120-1,60.7370491027832
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_93.tif,EpsonV370-2,99.13427734375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_94.tif,EpsonV39-1,28.026611328125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_95.tif,Canon120-1,48.406978607177734
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_96.tif,Canon120-2,57.56598663330078
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_97.tif,Canon120-1,35.137611389160156
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_98.tif,Canon120-1,54.20309829711914
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-1\300\s1_99.tif,Canon120-1,61.116920471191406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-2\150\s2_1.tif,Canon120-2,54.75707244873047
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon120-2\150\s2_10.tif,Canon120-1,50.06172180175781
